Nome,Sexo,Idade,Profissao,Salario,EC
Diego,F,38.0,Gerente,,Divorciado
Luana,F,,Gerente,12875.34,Solteiro
Camila,M,,Analista de Sistemas,19989.63,Casado
Gabriela,M,,Farmacêutico,21363.54,Casado
Daniel,M,,Programador,3173.73,Casado
Bruna,F,65.0,Dentista,,Viúvo
Eduardo,F,,Consultor,15452.16,Divorciado
Gabriel,F,59.0,Analista de Sistemas,,Viúvo
Leandro,M,,Diretor (CTO),7648.64,Solteiro
Sandra,M,55.0,Diretor Executivo (CEO),,Viúvo
Fernando,F,,Dentista,11423.97,Casado
Ana Paula,F,,Médico,12008.87,Divorciado
Larissa,F,65.0,Diretor Executivo (CEO),,Solteiro
Francisca,F,26.0,Advogado,,Divorciado
Felipe,M,42.0,Analista de Sistemas,,Divorciado
Fernanda,M,,Advogado,10671.26,Casado
Joao,F,34.0,Piloto,,Casado
Beatriz,F,43.0,Gerente,,Solteiro
Luciana,F,47.0,Farmacêutico,,Viúvo
Diego,M,43.0,Arquiteto,,Casado
Guilherme,F,,Gerente,7071.23,Solteiro
Leandro,F,31.0,Dentista,,Casado
Thiago,M,63.0,Veterinário,,Divorciado
Pedro,M,62.0,Médico,,Divorciado
Francisca,F,47.0,Programador,,Viúvo
Francisco,M,41.0,Engenheiro de Petróleo,,Solteiro
Bruna,M,38.0,Gerente,,Casado
Ricardo,M,41.0,Programador,,Casado
Bruna,F,,Veterinário,8146.1,Viúvo
Claudia,F,33.0,Médico,,Solteiro
Guilherme,M,,Gerente,12714.85,Divorciado
Carla,M,,Consultor,20222.49,Casado
Fabiana,M,,Arquiteto,20007.16,Divorciado
Thiago,M,,Médico,18576.83,Casado
Ana Paula,F,60.0,Veterinário,,Divorciado
Fernando,M,,Gerente,18837.11,Viúvo
Patricia,M,,Médico,8538.92,Casado
Carla,M,32.0,Arquiteto,,Casado
Luciana,F,45.0,Dentista,,Divorciado
Adriana,M,22.0,Engenheiro,,Viúvo
Patricia,F,,Dentista,18606.41,Casado
Daniel,M,,Farmacêutico,19562.7,Solteiro
João,M,63.0,Piloto,,Viúvo
Pedro,M,,Consultor,21682.29,Viúvo
Jose,M,,Piloto,10142.78,Solteiro
Pedro,F,,Farmacêutico,17070.89,Casado
Fernanda,F,20.0,Diretor Executivo (CEO),,Viúvo
Vanessa,F,,Advogado,9560.84,Divorciado
Leandro,M,,Advogado,17506.3,Viúvo
Ricardo,F,,Advogado,9998.87,Solteiro
Carla,M,55.0,Diretor Executivo (CEO),,Viúvo
Fatima,F,21.0,Consultor,,Viúvo
Gabriel,F,,Arquiteto,5852.43,Viúvo
Adriana,M,,Engenheiro,12452.33,Viúvo
Claudia,F,63.0,Cientista de Dados,,Divorciado
Patricia,M,51.0,Advogado,,Divorciado
Thiago,F,27.0,Gerente de Vendas,,Solteiro
Rafael,F,32.0,Piloto,,Viúvo
Bruna,F,59.0,Diretor Executivo (CEO),,Viúvo
Patricia,M,23.0,Veterinário,,Divorciado
Guilherme,F,62.0,Gerente de TI,,Casado
João,M,,Piloto,14259.96,Solteiro
Camila,M,24.0,Gerente de Vendas,,Solteiro
Ricardo,F,,Gerente,14998.63,Casado
Bruna,M,22.0,Veterinário,,Casado
Fatima,M,31.0,Diretor (CTO),,Viúvo
Jose,F,,Gerente,7889.81,Solteiro
Joao,F,33.0,Programador,,Solteiro
Vanessa,F,,Dentista,11529.7,Divorciado
Carla,M,61.0,Veterinário,,Divorciado
Anderson,F,45.0,Programador,,Viúvo
Francisco,F,,Veterinário,16167.18,Casado
Ana Paula,F,,Médico,21051.01,Divorciado
Ricardo,M,28.0,Arquiteto,,Viúvo
Guilherme,F,59.0,Dentista,,Solteiro
Sandra,M,29.0,Advogado,,Divorciado
Eliane,F,,Veterinário,8776.06,Casado
Leandro,F,,Analista de Sistemas,3374.5,Divorciado
Sandra,M,55.0,Engenheiro de Petróleo,,Solteiro
Luiz,M,20.0,Programador,,Viúvo
Carlos,M,31.0,Diretor (CTO),,Viúvo
Fernando,M,,Gerente de TI,12903.68,Divorciado
Bruna,F,,Advogado,19373.2,Viúvo
Felipe,M,32.0,Gerente de Vendas,,Solteiro
Leonardo,M,,Engenheiro de Petróleo,13078.11,Viúvo
Leandro,F,30.0,Engenheiro de Petróleo,,Viúvo
Maria,F,,Advogado,10755.79,Divorciado
Leandro,M,,Gerente de Vendas,9416.13,Casado
Sandra,F,,Piloto,8889.86,Divorciado
Gabriel,M,,Programador,18938.83,Viúvo
Patricia,M,44.0,Programador,,Solteiro
Claudia,M,,Diretor (CTO),17574.31,Divorciado
Aline,F,,Diretor Executivo (CEO),20478.65,Viúvo
Ricardo,M,,Piloto,3937.7,Solteiro
Eduardo,F,33.0,Diretor (CTO),,Divorciado
Joao,M,44.0,Analista de Sistemas,,Viúvo
Gustavo,F,63.0,Consultor,,Casado
Leandro,M,22.0,Diretor Executivo (CEO),,Casado
Paulo,F,,Gerente de TI,10714.7,Casado
Raquel,F,23.0,Advogado,,Divorciado
Luiz,M,31.0,Analista de Sistemas,,Casado
Anderson,F,,Consultor,7199.88,Viúvo
Fatima,F,,Gerente,21170.05,Solteiro
Diego,M,,Analista de Sistemas,18841.12,Viúvo
Jose,M,39.0,Cientista de Dados,,Viúvo
Jose,M,33.0,Gerente de Vendas,,Casado
Gabriel,M,,Farmacêutico,19242.68,Casado
João,F,50.0,Consultor,,Viúvo
Luciana,M,,Gerente de Vendas,5072.43,Casado
Claudia,F,,Dentista,19498.03,Divorciado
Luana,M,,Veterinário,20535.36,Solteiro
José,F,,Analista de Sistemas,18812.68,Divorciado
José,F,,Gerente,3681.01,Casado
Renata,F,35.0,Veterinário,,Solteiro
Paula,F,35.0,Gerente,,Viúvo
Beatriz,M,,Analista de Sistemas,4021.84,Divorciado
Francisco,M,,Consultor,11464.2,Solteiro
Ana Paula,F,43.0,Diretor Executivo (CEO),,Casado
Eliane,F,31.0,Cientista de Dados,,Viúvo
Anderson,M,59.0,Arquiteto,,Divorciado
Gabriela,F,,Advogado,5674.65,Solteiro
Lucas,M,,Diretor Executivo (CEO),3302.94,Casado
Luciana,F,,Cientista de Dados,9869.43,Divorciado
Luciana,M,,Analista de Sistemas,4346.29,Casado
Beatriz,F,50.0,Gerente,,Casado
Fernando,F,,Engenheiro de Petróleo,6491.33,Divorciado
Francisca,M,,Engenheiro,5530.21,Divorciado
Juliana,M,,Médico,9215.9,Viúvo
Fatima,M,40.0,Médico,,Solteiro
Carlos,F,54.0,Farmacêutico,,Solteiro
Fernanda,F,,Diretor (CTO),12020.38,Divorciado
Jose,F,33.0,Diretor (CTO),,Divorciado
Claudia,F,34.0,Advogado,,Viúvo
Joao,F,40.0,Consultor,,Divorciado
Felipe,M,25.0,Engenheiro de Petróleo,,Casado
Bruna,M,31.0,Arquiteto,,Casado
Leonardo,M,35.0,Piloto,,Divorciado
João,F,18.0,Engenheiro,,Divorciado
Anderson,F,,Engenheiro de Petróleo,11784.88,Divorciado
Guilherme,M,,Diretor Executivo (CEO),4715.95,Divorciado
Eduardo,F,18.0,Diretor (CTO),,Casado
Marcelo,M,33.0,Gerente de TI,,Casado
Jessica,M,,Médico,22134.94,Solteiro
Bruno,F,,Programador,16310.7,Divorciado
Gustavo,M,,Farmacêutico,22543.82,Viúvo
Renata,F,,Gerente de Vendas,15359.02,Viúvo
Gabriel,F,,Diretor (CTO),11687.0,Casado
Gabriel,F,,Diretor (CTO),10144.71,Divorciado
Rodrigo,M,,Analista de Sistemas,20548.93,Divorciado
Eliane,M,,Diretor (CTO),10186.46,Divorciado
Anderson,M,34.0,Consultor,,Solteiro
Felipe,F,25.0,Veterinário,,Viúvo
Amanda,F,,Engenheiro de Petróleo,22481.85,Divorciado
Daniel,F,,Engenheiro,17134.36,Solteiro
Pedro,M,,Gerente,10656.26,Divorciado
Carla,F,,Gerente de TI,6765.36,Solteiro
Fabiana,F,42.0,Arquiteto,,Casado
Daniel,F,,Piloto,19055.38,Casado
Luiz,F,,Advogado,21765.17,Divorciado
Beatriz,M,,Piloto,5665.64,Viúvo
Antonio,M,24.0,Gerente de Vendas,,Solteiro
Marcos,F,,Diretor (CTO),9366.86,Solteiro
Adriana,F,22.0,Advogado,,Viúvo
Marcelo,F,,Dentista,4819.32,Divorciado
Fatima,F,22.0,Engenheiro,,Viúvo
Carlos,F,28.0,Consultor,,Viúvo
Larissa,M,,Piloto,5720.41,Solteiro
Felipe,M,,Consultor,7983.49,Divorciado
Claudia,F,,Piloto,9752.68,Casado
Raquel,M,,Gerente,12849.32,Viúvo
Paulo,F,,Arquiteto,8003.34,Viúvo
Eduardo,M,27.0,Engenheiro de Petróleo,,Viúvo
Marcelo,F,,Dentista,10243.96,Divorciado
Joao,M,,Farmacêutico,18136.19,Casado
Antonio,F,44.0,Diretor Executivo (CEO),,Divorciado
Fabiana,M,60.0,Piloto,,Divorciado
Fernando,F,56.0,Analista de Sistemas,,Divorciado
Gabriela,M,22.0,Engenheiro de Petróleo,,Casado
Claudia,F,,Gerente de TI,11073.98,Solteiro
Matheus,M,,Farmacêutico,12026.01,Solteiro
Aline,F,53.0,Veterinário,,Solteiro
Fabiana,F,60.0,Piloto,,Solteiro
Pedro,F,38.0,Arquiteto,,Viúvo
Amanda,F,21.0,Veterinário,,Viúvo
Lucas,M,,Programador,8007.53,Solteiro
Matheus,M,,Advogado,22638.06,Divorciado
Sandra,F,64.0,Dentista,,Viúvo
Juliana,M,53.0,Engenheiro de Petróleo,,Divorciado
Ana,F,,Consultor,5376.49,Casado
Amanda,M,,Analista de Sistemas,5332.09,Divorciado
Ana Paula,F,18.0,Gerente de Vendas,,Viúvo
Luciana,F,,Analista de Sistemas,21244.75,Solteiro
Bruno,M,49.0,Gerente,,Viúvo
Paula,M,43.0,Engenheiro de Petróleo,,Solteiro
Rafael,F,,Arquiteto,16188.75,Solteiro
Matheus,F,,Veterinário,13531.19,Divorciado
Claudia,F,,Gerente de TI,21755.95,Casado
Joao,M,25.0,Advogado,,Divorciado
Carlos,F,,Dentista,18665.44,Viúvo
Francisca,F,,Dentista,8708.99,Casado
Francisco,F,21.0,Diretor (CTO),,Solteiro
Francisco,M,,Engenheiro de Petróleo,13605.85,Solteiro
Vanessa,M,,Diretor Executivo (CEO),22620.06,Viúvo
Luiz,M,19.0,Gerente de TI,,Solteiro
Luana,M,,Gerente de Vendas,21002.4,Divorciado
Rafael,F,28.0,Veterinário,,Viúvo
Vanessa,F,,Engenheiro de Petróleo,18651.59,Viúvo
Felipe,F,,Gerente,12184.55,Casado
Gabriela,M,18.0,Gerente,,Viúvo
Sandra,F,56.0,Diretor (CTO),,Viúvo
Luiz,M,,Gerente,15760.87,Solteiro
Marcelo,F,32.0,Arquiteto,,Divorciado
Renata,M,,Farmacêutico,7393.69,Casado
Mariana,M,48.0,Piloto,,Divorciado
José,F,45.0,Engenheiro,,Casado
Camila,F,20.0,Advogado,,Solteiro
Vanessa,M,,Gerente de Vendas,13490.27,Viúvo
Thiago,F,,Veterinário,3198.55,Viúvo
Lucas,M,30.0,Gerente,,Divorciado
Thiago,M,,Gerente,5282.08,Solteiro
Bruno,M,,Farmacêutico,20432.82,Viúvo
Gabriela,M,,Dentista,21266.29,Viúvo
Rafael,F,28.0,Gerente de TI,,Divorciado
Fatima,M,58.0,Gerente,,Viúvo
Carlos,F,,Médico,10347.75,Divorciado
Felipe,M,,Analista de Sistemas,9918.41,Casado
Ricardo,F,,Programador,4870.61,Viúvo
João,M,,Gerente,20383.57,Viúvo
Sandra,F,,Dentista,19142.87,Solteiro
José,M,,Advogado,9512.53,Casado
Rafael,M,,Dentista,11256.69,Viúvo
Pedro,M,19.0,Diretor Executivo (CEO),,Solteiro
Paula,F,43.0,Gerente,,Viúvo
João,M,21.0,Analista de Sistemas,,Casado
Paulo,M,,Médico,14342.12,Divorciado
Antonio,F,40.0,Advogado,,Divorciado
Mariana,F,,Engenheiro,9531.05,Viúvo
Fernanda,F,26.0,Dentista,,Solteiro
Fabiana,M,,Veterinário,7792.99,Viúvo
Luciana,M,33.0,Analista de Sistemas,,Viúvo
Gabriel,M,60.0,Programador,,Solteiro
Lucas,F,,Cientista de Dados,8812.14,Casado
Juliana,M,,Veterinário,7574.98,Casado
Paula,F,,Engenheiro,8080.8,Solteiro
João,M,51.0,Diretor Executivo (CEO),,Divorciado
Matheus,F,,Engenheiro,4697.42,Viúvo
Marcia,F,44.0,Dentista,,Divorciado
Francisca,F,,Consultor,13126.06,Divorciado
Paulo,M,35.0,Gerente,,Casado
Bruna,F,53.0,Médico,,Solteiro
Leandro,M,50.0,Diretor (CTO),,Solteiro
Anderson,M,,Advogado,11266.4,Viúvo
Jessica,F,,Gerente de Vendas,22127.58,Viúvo
Anderson,F,37.0,Diretor (CTO),,Solteiro
Rafael,F,,Farmacêutico,5276.62,Viúvo
José,F,38.0,Piloto,,Viúvo
Camila,F,,Diretor Executivo (CEO),17700.39,Viúvo
Antonio,M,,Gerente de TI,9192.59,Solteiro
João,M,37.0,Dentista,,Solteiro
Rafael,F,,Diretor Executivo (CEO),6191.33,Casado
Carlos,F,20.0,Advogado,,Casado
Gabriel,F,,Programador,11798.38,Casado
Anderson,M,,Programador,9446.0,Casado
Matheus,M,21.0,Médico,,Casado
Pedro,M,27.0,Diretor (CTO),,Solteiro
Luiz,M,,Piloto,12074.29,Solteiro
Claudia,M,25.0,Diretor (CTO),,Viúvo
Jessica,M,61.0,Farmacêutico,,Divorciado
Rodrigo,M,30.0,Gerente de Vendas,,Casado
Camila,F,,Diretor Executivo (CEO),18381.31,Solteiro
Diego,F,41.0,Gerente,,Viúvo
Matheus,M,,Cientista de Dados,4590.94,Viúvo
Rodrigo,F,30.0,Cientista de Dados,,Casado
Paula,F,51.0,Advogado,,Viúvo
Felipe,F,60.0,Engenheiro de Petróleo,,Divorciado
Jessica,M,,Veterinário,15349.36,Divorciado
Larissa,F,56.0,Diretor (CTO),,Casado
Joao,M,34.0,Veterinário,,Viúvo
Francisca,M,25.0,Farmacêutico,,Divorciado
Anderson,M,37.0,Diretor Executivo (CEO),,Divorciado
Antonio,M,,Engenheiro de Petróleo,10555.64,Divorciado
João,M,42.0,Farmacêutico,,Viúvo
Claudia,F,48.0,Consultor,,Viúvo
João,M,34.0,Gerente de TI,,Divorciado
Matheus,M,,Cientista de Dados,7038.91,Solteiro
Francisca,M,,Engenheiro de Petróleo,15204.81,Solteiro
Felipe,M,,Gerente de Vendas,13562.84,Viúvo
Felipe,M,,Veterinário,20440.81,Divorciado
Gabriela,M,57.0,Dentista,,Divorciado
Francisco,F,,Arquiteto,22973.56,Divorciado
Daniel,M,45.0,Programador,,Casado
Mariana,M,,Advogado,8142.53,Solteiro
Paulo,M,64.0,Diretor Executivo (CEO),,Viúvo
Paula,M,,Arquiteto,7129.53,Viúvo
Sandra,M,,Piloto,17890.2,Casado
Carla,M,,Consultor,9885.32,Viúvo
José,M,46.0,Farmacêutico,,Divorciado
Patricia,M,,Analista de Sistemas,4263.17,Viúvo
Ana,F,,Engenheiro de Petróleo,20434.08,Casado
Lucas,F,,Engenheiro,15364.82,Viúvo
Eduardo,F,,Analista de Sistemas,7177.08,Divorciado
Renata,F,26.0,Engenheiro de Petróleo,,Divorciado
Gabriela,F,,Gerente de Vendas,15923.87,Solteiro
Beatriz,M,53.0,Engenheiro,,Viúvo
Maria,M,,Arquiteto,11718.62,Viúvo
Fernando,F,,Médico,19882.74,Casado
Anderson,M,48.0,Gerente,,Casado
Diego,F,,Farmacêutico,7883.22,Solteiro
Leonardo,F,55.0,Analista de Sistemas,,Viúvo
Amanda,F,,Gerente,15336.3,Divorciado
José,F,,Analista de Sistemas,4679.89,Casado
Daniel,M,,Gerente de TI,20805.15,Casado
Eliane,M,64.0,Médico,,Solteiro
José,M,21.0,Engenheiro,,Viúvo
Leonardo,M,51.0,Analista de Sistemas,,Viúvo
Ricardo,M,,Piloto,21287.85,Viúvo
Juliana,M,,Consultor,15317.83,Divorciado
Gabriela,F,58.0,Gerente,,Viúvo
Marcelo,M,50.0,Gerente,,Divorciado
Antonio,M,31.0,Analista de Sistemas,,Casado
Thiago,M,,Veterinário,19535.63,Casado
Jessica,M,,Gerente,17752.14,Divorciado
Larissa,F,,Programador,11224.79,Casado
Eduardo,M,49.0,Arquiteto,,Solteiro
Ana Paula,F,,Diretor Executivo (CEO),13021.39,Viúvo
Ana,M,,Cientista de Dados,16681.51,Solteiro
Jessica,M,,Gerente,6473.23,Casado
Guilherme,F,,Arquiteto,22046.2,Casado
Diego,F,,Piloto,11234.7,Viúvo
Pedro,F,38.0,Farmacêutico,,Viúvo
Carlos,F,,Advogado,19867.22,Solteiro
Patricia,F,,Cientista de Dados,11844.3,Solteiro
Daniel,M,,Engenheiro,,Divorciado
Luciana,F,58.0,Diretor (CTO),,Viúvo
Guilherme,F,52.0,Gerente,,Solteiro
Vanessa,F,,Piloto,18697.83,Solteiro
Guilherme,F,,Gerente,18167.28,Divorciado
Raquel,M,,Programador,3736.73,Casado
Claudia,F,,Farmacêutico,11783.69,Viúvo
Raquel,F,,Advogado,17516.89,Solteiro
Ana Paula,M,61.0,Engenheiro,,Solteiro
Vanessa,M,37.0,Advogado,,Divorciado
Gustavo,M,51.0,Cientista de Dados,,Divorciado
Anderson,F,54.0,Gerente,,Viúvo
Fatima,F,48.0,Médico,,Casado
Larissa,M,27.0,Engenheiro,,Viúvo
Leonardo,M,37.0,Piloto,,Divorciado
Anderson,F,,Gerente,18963.24,Casado
Gabriel,F,56.0,Médico,,Viúvo
Marcia,M,,Dentista,,Viúvo
Luana,M,22.0,Programador,,Divorciado
Paula,M,,Farmacêutico,3912.79,Divorciado
Anderson,M,,Engenheiro de Petróleo,11361.77,Viúvo
Ana,F,,Gerente,21836.37,Divorciado
Leandro,F,,Consultor,18343.61,Casado
Thiago,M,29.0,Piloto,,Viúvo
Beatriz,F,,Gerente,9179.35,Solteiro
Luana,F,56.0,Engenheiro,,Solteiro
Matheus,F,,Advogado,12189.38,Casado
Amanda,F,58.0,Veterinário,,Divorciado
Anderson,F,,Consultor,17135.06,Solteiro
Luciana,F,28.0,Consultor,,Viúvo
Beatriz,M,64.0,Gerente de Vendas,,Viúvo
Gabriela,M,,Dentista,13208.13,Divorciado
Rodrigo,F,,Gerente de TI,16460.37,Viúvo
Carla,M,46.0,Arquiteto,,Divorciado
Luciana,M,,Piloto,13174.78,Viúvo
Marcos,F,,Piloto,16736.85,Casado
Bruno,M,,Cientista de Dados,,Casado
Francisco,F,63.0,Diretor Executivo (CEO),,Solteiro
Rafael,F,,Veterinário,12925.77,Casado
Patricia,M,61.0,Veterinário,,Casado
Sandra,M,,Gerente,8642.45,Divorciado
Leandro,F,,Dentista,12506.64,Solteiro
Ana Paula,F,,Gerente de Vendas,12753.31,Divorciado
Fabiana,M,41.0,Veterinário,,Casado
Felipe,F,63.0,Engenheiro de Petróleo,,Divorciado
Paula,F,58.0,Diretor (CTO),,Viúvo
Bruna,F,38.0,Dentista,,Solteiro
Marcia,M,62.0,Arquiteto,,Divorciado
Antonio,M,,Engenheiro de Petróleo,10044.8,Casado
Eliane,M,41.0,Arquiteto,,Casado
Diego,F,,Dentista,5506.5,Casado
Ana Paula,F,,Médico,15113.29,Viúvo
Amanda,F,,Advogado,9187.39,Divorciado
Bruno,F,58.0,Engenheiro de Petróleo,,Viúvo
José,F,,Médico,13400.0,Divorciado
Mariana,M,50.0,Cientista de Dados,,Solteiro
Maria,M,28.0,Gerente de Vendas,,Viúvo
Claudia,M,62.0,Farmacêutico,,Casado
Rafael,F,,Engenheiro,22251.8,Divorciado
Adriana,F,24.0,Gerente de TI,,Casado
José,M,32.0,Analista de Sistemas,,Casado
Luciana,M,,Gerente de Vendas,6291.19,Casado
Camila,F,,Programador,5014.48,Solteiro
Leandro,M,48.0,Analista de Sistemas,,Casado
Claudia,M,59.0,Engenheiro de Petróleo,,Divorciado
Mariana,M,,Piloto,10043.68,Viúvo
Leonardo,M,59.0,Farmacêutico,,Casado
Daniel,F,,Cientista de Dados,12591.37,Divorciado
Eliane,F,24.0,Engenheiro,,Casado
Mariana,M,,Diretor (CTO),11267.18,Divorciado
Paula,F,60.0,Gerente,,Divorciado
Fernanda,F,,Dentista,12156.5,Solteiro
Gabriel,F,43.0,Diretor (CTO),,Casado
Gustavo,M,,Analista de Sistemas,7830.9,Casado
Marcelo,F,63.0,Farmacêutico,,Solteiro
Luana,F,,Piloto,14581.81,Divorciado
Gabriela,F,,Engenheiro,20371.35,Casado
Vanessa,M,,Cientista de Dados,12303.1,Casado
Fabiana,M,35.0,Farmacêutico,,Casado
Marcelo,F,,Diretor Executivo (CEO),7576.72,Casado
Eliane,M,43.0,Diretor (CTO),,Viúvo
Renata,F,57.0,Farmacêutico,,Viúvo
Gustavo,M,38.0,Programador,,Divorciado
Juliana,M,,Engenheiro de Petróleo,21428.28,Viúvo
Leonardo,M,38.0,Cientista de Dados,,Divorciado
Luana,M,,Programador,19215.27,Casado
Antonio,M,,Veterinário,12960.03,Viúvo
Vanessa,F,27.0,Engenheiro de Petróleo,,Casado
José,M,52.0,Analista de Sistemas,,Viúvo
Fatima,M,,Gerente,6700.35,Solteiro
Thiago,F,,Programador,5041.67,Casado
Felipe,F,,Advogado,13804.97,Divorciado
Matheus,F,44.0,Advogado,,Viúvo
Carla,M,,Analista de Sistemas,5712.8,Casado
Eduardo,M,59.0,Farmacêutico,,Viúvo
Mariana,F,59.0,Farmacêutico,,Casado
Juliana,M,,Gerente de TI,13319.58,Casado
Ana,M,43.0,Engenheiro de Petróleo,,Divorciado
Adriana,M,58.0,Advogado,,Casado
Marcelo,M,,Arquiteto,18462.55,Casado
Adriana,F,18.0,Médico,,Viúvo
Luana,F,,Dentista,15713.22,Casado
Fernanda,M,61.0,Gerente,,Casado
Gabriela,M,,Consultor,20043.72,Casado
Eduardo,F,26.0,Piloto,,Solteiro
Leandro,F,,Diretor Executivo (CEO),4967.65,Solteiro
Luana,M,42.0,Programador,,Casado
Gabriel,F,,Programador,10199.43,Casado
Luiz,F,,Engenheiro,8838.03,Casado
Paulo,M,,Diretor (CTO),3177.83,Divorciado
Luiz,M,,Gerente,3318.92,Casado
Luana,M,31.0,Veterinário,,Viúvo
Pedro,M,,Gerente de Vendas,17410.83,Divorciado
Antonio,F,29.0,Programador,,Viúvo
Luiz,M,,Gerente,11572.04,Casado
Paulo,M,43.0,Gerente,,Viúvo
Eduardo,M,,Farmacêutico,19089.43,Casado
Matheus,M,44.0,Dentista,,Casado
Carla,M,,Engenheiro,21287.67,Divorciado
Leonardo,F,,Engenheiro,7652.79,Divorciado
Guilherme,M,,Gerente,14778.98,Divorciado
Marcos,M,31.0,Gerente,,Solteiro
Lucas,F,,Diretor (CTO),,Casado
Francisco,M,,Piloto,12920.6,Casado
Bruno,M,21.0,Engenheiro de Petróleo,,Viúvo
Renata,M,50.0,Diretor Executivo (CEO),,Casado
Fernando,F,31.0,Programador,,Casado
Guilherme,M,,Diretor Executivo (CEO),6073.72,Viúvo
Amanda,F,,Consultor,19540.35,Solteiro
Luciana,M,,Engenheiro de Petróleo,4804.99,Casado
Beatriz,F,54.0,Engenheiro,,Viúvo
Mariana,M,,Veterinário,15105.09,Viúvo
Marcia,M,50.0,Dentista,,Solteiro
Rodrigo,F,20.0,Diretor (CTO),,Solteiro
Paulo,M,29.0,Gerente,,Solteiro
Jessica,F,23.0,Médico,,Casado
Marcia,F,53.0,Gerente de TI,,Viúvo
Sandra,M,,Cientista de Dados,14095.38,Solteiro
Leandro,F,,Engenheiro,4492.82,Casado
Fabiana,F,23.0,Cientista de Dados,,Divorciado
Jessica,F,,Engenheiro de Petróleo,8957.36,Casado
Pedro,M,55.0,Cientista de Dados,,Casado
Juliana,M,,Gerente,17379.74,Casado
Matheus,M,,Dentista,3178.94,Divorciado
Adriana,F,56.0,Farmacêutico,,Viúvo
Paula,F,32.0,Diretor Executivo (CEO),,Casado
Ana,M,65.0,Diretor Executivo (CEO),,Casado
Fatima,M,62.0,Gerente de TI,,Casado
Beatriz,M,,Farmacêutico,17909.8,Casado
Jessica,F,55.0,Gerente de TI,,Viúvo
Maria,F,,Engenheiro de Petróleo,15706.99,Viúvo
Pedro,F,65.0,Gerente de TI,,Casado
Camila,M,,Dentista,6114.02,Solteiro
Camila,M,,Engenheiro,10868.16,Solteiro
Paula,M,,Piloto,13158.83,Divorciado
Aline,M,,Diretor (CTO),19166.4,Viúvo
Bruno,M,,Gerente de Vendas,21325.96,Divorciado
Pedro,F,24.0,Piloto,,Viúvo
Aline,F,18.0,Engenheiro de Petróleo,,Viúvo
Fernanda,M,,Engenheiro,16793.53,Solteiro
Lucas,M,45.0,Gerente de TI,,Casado
Aline,F,,Gerente de Vendas,3245.51,Solteiro
Gabriel,M,,Diretor Executivo (CEO),18127.59,Casado
Marcos,M,49.0,Engenheiro,,Divorciado
Luiz,F,65.0,Cientista de Dados,,Solteiro
Anderson,F,,Advogado,18518.52,Casado
Antonio,F,,Dentista,21687.1,Divorciado
Pedro,M,,Gerente,11871.19,Viúvo
Eduardo,M,45.0,Programador,,Solteiro
Bruna,M,,Engenheiro de Petróleo,12256.43,Divorciado
Fernanda,F,38.0,Advogado,,Casado
Claudia,F,29.0,Programador,,Viúvo
Fernanda,M,29.0,Gerente,,Solteiro
Camila,F,,Engenheiro,8758.86,Solteiro
Marcelo,F,48.0,Diretor Executivo (CEO),,Viúvo
Marcelo,F,34.0,Gerente de Vendas,,Casado
Adriana,M,64.0,Programador,,Divorciado
Renata,F,55.0,Gerente de Vendas,,Casado
Mariana,F,26.0,Arquiteto,,Viúvo
Jose,M,28.0,Advogado,,Casado
Paulo,F,23.0,Advogado,,Casado
Mariana,M,19.0,Cientista de Dados,,Solteiro
Eduardo,M,,Arquiteto,16909.14,Viúvo
Luiz,M,,Dentista,9008.2,Divorciado
Gustavo,M,28.0,Programador,,Solteiro
Ana,F,33.0,Veterinário,,Viúvo
Fabiana,M,28.0,Diretor (CTO),,Divorciado
Matheus,F,44.0,Analista de Sistemas,,Solteiro
Beatriz,M,,Engenheiro,14304.09,Viúvo
José,F,,Diretor (CTO),12152.27,Viúvo
Patricia,M,,Programador,20750.47,Casado
Eliane,M,,Dentista,11609.91,Solteiro
Marcia,F,28.0,Cientista de Dados,,Solteiro
Larissa,F,,Diretor (CTO),3704.79,Divorciado
Gabriela,F,,Piloto,18690.26,Solteiro
Juliana,F,34.0,Analista de Sistemas,,Viúvo
Amanda,F,64.0,Gerente,,Casado
Rodrigo,F,,Engenheiro de Petróleo,11347.7,Solteiro
Beatriz,F,,Gerente de TI,10541.61,Casado
João,M,,Farmacêutico,3054.1,Solteiro
José,M,,Dentista,22255.98,Solteiro
Carlos,F,23.0,Diretor Executivo (CEO),,Casado
José,M,,Analista de Sistemas,14798.36,Viúvo
Francisca,F,62.0,Veterinário,,Divorciado
Marcos,M,43.0,Médico,,Divorciado
Paula,M,,Diretor Executivo (CEO),12012.09,Divorciado
Marcia,F,27.0,Gerente de TI,,Divorciado
Pedro,F,43.0,Programador,,Casado
Bruna,M,,Dentista,8548.26,Solteiro
Antonio,M,,Consultor,16792.46,Viúvo
Leandro,M,60.0,Advogado,,Casado
Jessica,F,36.0,Engenheiro,,Viúvo
Rodrigo,M,,Consultor,21522.36,Casado
Jessica,F,,Advogado,7946.24,Viúvo
Luciana,F,42.0,Engenheiro de Petróleo,,Casado
Luana,M,47.0,Gerente,,Solteiro
Fernando,M,21.0,Gerente de Vendas,,Solteiro
Antonio,M,,Analista de Sistemas,22398.28,Viúvo
Marcia,M,31.0,Dentista,,Solteiro
Marcelo,M,,Dentista,9818.31,Solteiro
Gustavo,M,40.0,Farmacêutico,,Solteiro
Guilherme,F,,Gerente de TI,15013.7,Divorciado
